sequence_id,family,host,cluster,umap_x,umap_y
KT991427.1,hepadnaviridae,human,683,5.755289,-11.013022
KT991428.1,hepadnaviridae,human,657,-0.9973481,-8.628075
KT991429.1,hepadnaviridae,human,657,-0.6955824,-8.499258
KT991430.1,hepadnaviridae,human,657,-0.565043,-8.56172
KT991431.1,hepadnaviridae,human,657,-0.7976583,-8.537003
KT991432.1,hepadnaviridae,human,657,-0.5578201,-8.529322
KT991433.1,hepadnaviridae,human,657,-0.5826372,-8.528821
KT991434.1,hepadnaviridae,human,657,-0.5106069,-8.542828
KT991435.1,hepadnaviridae,human,657,-1.0117162,-8.592348
KU051423.1,hepadnaviridae,human,663,2.920338,-7.8990493
KU051424.1,hepadnaviridae,human,663,2.9142256,-7.908156
KU051425.1,hepadnaviridae,human,663,2.9021351,-7.9153075
KU051426.1,hepadnaviridae,human,663,2.9239185,-7.9064617
KU051427.1,hepadnaviridae,human,663,2.9307156,-7.9000525
KU234318.1,hepadnaviridae,human,666,-3.2514718,-3.312572
KU519422.1,hepadnaviridae,human,677,-0.97276807,-2.4655585
KU519423.1,hepadnaviridae,human,677,-0.9841117,-2.4835386
KU605532.1,hepadnaviridae,human,667,-7.675688,-9.77718
KU605533.1,hepadnaviridae,human,672,4.0965867,-9.701677
KU605534.1,hepadnaviridae,human,672,4.0963717,-9.70161
KU605535.1,hepadnaviridae,human,672,4.100443,-9.700004
KU605536.1,hepadnaviridae,human,672,4.4150686,-9.555171
KU605537.1,hepadnaviridae,human,672,4.417735,-9.553842
KU605538.1,hepadnaviridae,human,672,4.418219,-9.553546
KU605539.1,hepadnaviridae,human,672,4.4187174,-9.553217
KU605540.1,hepadnaviridae,human,672,4.4201813,-9.551724
KU668433.1,hepadnaviridae,human,664,-2.4403927,-5.600122
KU668434.1,hepadnaviridae,human,664,-2.4562395,-5.5796742
KU668435.1,hepadnaviridae,human,664,-2.4426653,-5.6006665
KU668436.1,hepadnaviridae,human,664,-2.462272,-5.6132236
KU668437.1,hepadnaviridae,human,664,-2.4841065,-5.561369
KU668438.1,hepadnaviridae,human,664,-2.4590096,-5.590841
KU668439.1,hepadnaviridae,human,659,-3.054079,-6.278916
KU668440.1,hepadnaviridae,human,664,-2.11459,-5.2100334
KU668441.1,hepadnaviridae,human,664,-2.3299568,-5.329192
KU668442.1,hepadnaviridae,human,664,-2.3376317,-5.597726
KU668443.1,hepadnaviridae,human,664,-2.281359,-5.5457773
KU668444.1,hepadnaviridae,human,664,-2.4486165,-5.5925913
KU668445.1,hepadnaviridae,human,664,-2.3068583,-5.5373273
KU668446.1,hepadnaviridae,human,664,-2.448394,-5.6034226
KU668447.1,hepadnaviridae,human,659,-3.0269504,-6.233292
KU668448.1,hepadnaviridae,human,659,-3.06308,-6.2888947
KU668449.1,hepadnaviridae,human,664,-1.4344978,-4.7720532
KU679939.1,hepadnaviridae,human,657,-0.8942787,-9.4999895
KU679947.1,hepadnaviridae,human,657,-0.91436446,-9.521472
KU679959.1,hepadnaviridae,human,657,-0.92115104,-9.560109
KU695741.1,hepadnaviridae,human,657,-0.53890836,-9.162528
KU695742.1,hepadnaviridae,human,657,-0.7829535,-9.127329
KU695743.1,hepadnaviridae,human,657,-0.53370714,-9.159357
KU695744.1,hepadnaviridae,human,657,-0.48699212,-9.136125
KU695746.1,hepadnaviridae,human,657,-0.5175676,-9.153484
KU711666.2,hepadnaviridae,human,681,-3.7215705,-11.637673
KU736894.1,hepadnaviridae,human,665,-5.067731,-7.500038
KU736896.1,hepadnaviridae,human,665,-5.083384,-7.485256
KU736897.1,hepadnaviridae,human,665,-5.1562357,-7.409477
KU736898.1,hepadnaviridae,human,665,-5.142168,-7.421554
KU736900.1,hepadnaviridae,human,665,-5.220884,-7.3503118
KU736901.1,hepadnaviridae,human,665,-5.2070227,-7.3681035
KU736902.1,hepadnaviridae,human,665,-5.2531133,-7.3163595
KU736903.1,hepadnaviridae,human,665,-5.247267,-7.3226924
KU736905.1,hepadnaviridae,human,665,-5.2852645,-7.284509
KU736907.1,hepadnaviridae,human,665,-5.2552767,-7.314509
KU736908.1,hepadnaviridae,human,665,-5.272835,-7.2971883
KU736916.1,hepadnaviridae,human,681,-3.721463,-11.637883
KU736923.1,hepadnaviridae,human,681,-3.7213225,-11.638244
KU736925.1,hepadnaviridae,human,664,-1.1359384,-4.8879805
KU950741.1,hepadnaviridae,human,689,8.324287,-10.727238
KX058433.1,hepadnaviridae,non-human,2,1.3072373,6.6811633
KX058435.1,hepadnaviridae,non-human,2,1.5433581,6.4936433
KX186584.1,hepadnaviridae,human,665,-5.1591477,-7.4121003
KX196208.1,hepadnaviridae,human,664,0.06883731,-4.8559947
KX196209.1,hepadnaviridae,human,664,0.08139264,-4.857246
KX196210.1,hepadnaviridae,human,664,0.08242385,-4.852963
KX196211.1,hepadnaviridae,human,664,0.08502271,-4.8502316
KX196212.1,hepadnaviridae,human,664,0.07681333,-4.8621187
KX196213.1,hepadnaviridae,human,664,0.08067863,-4.846583
KX196214.1,hepadnaviridae,human,664,0.09818481,-4.834743
KX196215.1,hepadnaviridae,human,664,0.10060968,-4.8355293
KX196216.1,hepadnaviridae,human,664,-2.7135336,-5.302491
KX196217.1,hepadnaviridae,human,664,-2.722648,-5.3475575
KX196218.1,hepadnaviridae,human,664,-2.7329042,-5.3688602
KX196219.1,hepadnaviridae,human,664,-2.7147326,-5.331163
KX196220.1,hepadnaviridae,human,664,-2.7108886,-5.3385878
KX196221.1,hepadnaviridae,human,664,-2.7386446,-5.3397613
KX196222.1,hepadnaviridae,human,664,-2.691242,-5.296085
KX196223.1,hepadnaviridae,human,664,-2.7222261,-5.3443937
KX196224.1,hepadnaviridae,human,664,-2.7279184,-5.3508964
KX196225.1,hepadnaviridae,human,664,-2.745587,-5.376076
KX196226.1,hepadnaviridae,human,664,0.07585067,-4.870476
KX196227.1,hepadnaviridae,human,664,0.089509346,-4.8525767
KX196228.1,hepadnaviridae,human,664,0.10851981,-4.8117394
KX196229.1,hepadnaviridae,human,659,-3.144282,-6.386771
KX196230.1,hepadnaviridae,human,664,-2.7142022,-5.347921
KX196231.1,hepadnaviridae,human,664,-2.7363863,-5.315046
KX196232.1,hepadnaviridae,human,664,-2.716377,-5.326198
KX196233.1,hepadnaviridae,human,664,-2.7721655,-5.373994
KX196234.1,hepadnaviridae,human,664,-2.7110236,-5.333035
KX196235.1,hepadnaviridae,human,664,-2.7260168,-5.3306885
KX196236.1,hepadnaviridae,human,664,0.17998305,-4.752529
KX260231.1,hepadnaviridae,human,664,-1.0081792,-5.1076407
KX264496.1,hepadnaviridae,human,680,-9.592733,-3.7768157
KX264497.1,hepadnaviridae,human,684,6.9369345,-11.94854
KX264498.1,hepadnaviridae,human,661,6.044935,-6.686298
KX264499.1,hepadnaviridae,human,661,5.9887686,-7.0525117
KX264500.1,hepadnaviridae,human,674,6.0632744,-8.308219
KX264501.1,hepadnaviridae,human,669,-9.926695,-2.2594159
KX276828.1,hepadnaviridae,human,658,2.7798753,-10.762151
KX357622.1,hepadnaviridae,human,681,-3.7213018,-11.638396
KX357623.1,hepadnaviridae,human,681,-3.7214446,-11.638649
KX357624.1,hepadnaviridae,human,681,-3.721083,-11.638659
KX357625.1,hepadnaviridae,human,681,-3.7213423,-11.638824
KX357626.1,hepadnaviridae,human,681,-3.7214847,-11.638788
KX357627.1,hepadnaviridae,human,681,-3.7219367,-11.637469
KX357628.1,hepadnaviridae,human,681,-3.7214289,-11.638676
KX357629.1,hepadnaviridae,human,681,-3.721315,-11.63873
KX357630.1,hepadnaviridae,human,681,-3.7214887,-11.638743
KX357631.1,hepadnaviridae,human,681,-3.721351,-11.638925
KX357633.1,hepadnaviridae,human,681,-3.7216744,-11.638447
KX357634.1,hepadnaviridae,human,681,-3.7217197,-11.638506
KX357635.1,hepadnaviridae,human,681,-3.72187,-11.638753
KX357636.1,hepadnaviridae,human,681,-3.7220683,-11.638114
KX357637.1,hepadnaviridae,human,664,-1.0928308,-4.8873725
KX357638.1,hepadnaviridae,human,664,-1.1403219,-4.888514
KX357639.1,hepadnaviridae,human,664,-1.1682079,-4.85858
KX357642.1,hepadnaviridae,human,668,-7.285166,-7.0328484
KX357643.1,hepadnaviridae,human,668,-7.2840304,-7.037616
KX357644.1,hepadnaviridae,human,668,-7.281931,-7.0462523
KX357645.1,hepadnaviridae,human,668,-7.2839932,-7.0380263
KX357646.1,hepadnaviridae,human,672,4.106904,-9.693574
KX357647.1,hepadnaviridae,human,668,-7.283931,-7.038068
KX357648.1,hepadnaviridae,human,668,-7.283355,-7.0347104
KX357650.1,hepadnaviridae,human,668,-7.2846704,-7.040742
KX513949.1,hepadnaviridae,non-human,701,-6.134,-2.7711775
KX648548.1,hepadnaviridae,human,672,4.102087,-9.699929
KX660675.1,hepadnaviridae,human,677,-0.9697204,-2.4511287
KX660676.1,hepadnaviridae,human,677,-0.85539836,-2.3394682
KX660677.1,hepadnaviridae,human,677,-0.97776145,-2.4622571
KX660678.1,hepadnaviridae,human,683,5.7269797,-11.040381
KX660683.1,hepadnaviridae,human,677,-0.9938091,-2.4879026
KX660684.1,hepadnaviridae,human,683,5.7520227,-11.019528
KX660686.1,hepadnaviridae,human,683,5.7517886,-11.018339
KX660688.1,hepadnaviridae,human,683,5.75493,-11.015805
KX660689.1,hepadnaviridae,human,683,5.7536874,-11.013814
KX660690.1,hepadnaviridae,human,683,5.752366,-11.015116
KX765818.1,hepadnaviridae,human,663,2.9159815,-7.9077253
KX765819.1,hepadnaviridae,human,663,2.3518758,-7.358847
KX765820.1,hepadnaviridae,human,663,2.910834,-7.903955
KX765821.1,hepadnaviridae,human,663,2.9720502,-7.8551106
KX765823.1,hepadnaviridae,human,663,2.3841581,-7.385622
KX765824.1,hepadnaviridae,human,663,2.3276427,-7.0824165
KX765825.1,hepadnaviridae,human,663,3.030865,-7.8107424
KX765826.1,hepadnaviridae,human,663,2.9120462,-7.903682
KX765827.1,hepadnaviridae,human,663,2.908663,-7.8767567
KX765830.1,hepadnaviridae,human,663,2.820065,-7.9747105
KX765831.1,hepadnaviridae,human,663,2.9059541,-7.906595
KX765833.1,hepadnaviridae,human,663,2.910842,-7.90163
KX765835.1,hepadnaviridae,human,663,2.7350438,-7.817459
KX765837.1,hepadnaviridae,human,663,2.916459,-7.9005785
KX765838.1,hepadnaviridae,human,663,2.9134107,-7.900429
KX765839.1,hepadnaviridae,human,663,2.862573,-7.9604177
KX765840.1,hepadnaviridae,human,663,2.9170885,-7.906385
KX765841.1,hepadnaviridae,human,666,-3.096267,-3.1542392
KX765843.1,hepadnaviridae,human,663,2.9283416,-7.902118
KX765844.1,hepadnaviridae,human,663,3.0188527,-7.8337975
KX765845.1,hepadnaviridae,human,663,2.3202424,-7.298456
KX765846.1,hepadnaviridae,human,663,2.9042516,-7.883955
KX765847.1,hepadnaviridae,human,663,2.3646054,-7.369397
KX765848.1,hepadnaviridae,human,663,2.974715,-7.8653502
KX765850.1,hepadnaviridae,human,663,2.957071,-7.8760185
KX765851.1,hepadnaviridae,human,663,2.9503036,-7.914735
KX765853.1,hepadnaviridae,human,663,2.9241803,-7.9154577
KX765855.1,hepadnaviridae,human,663,2.3518581,-7.359101
KX765856.1,hepadnaviridae,human,658,1.6090442,-13.0287285
KX827290.1,hepadnaviridae,human,664,-1.0039136,-5.157341
KX827291.1,hepadnaviridae,human,664,0.27142534,-4.579441
KX827292.1,hepadnaviridae,human,664,-2.645667,-4.5953674
KX827293.1,hepadnaviridae,human,667,-7.786236,-9.656784
KX827294.1,hepadnaviridae,human,667,-7.6619215,-9.794066
KX827295.1,hepadnaviridae,human,667,-7.6370234,-9.819372
KX827296.1,hepadnaviridae,human,667,-7.6592536,-9.797248
KX827298.1,hepadnaviridae,human,667,-7.647024,-9.745217
KX827299.1,hepadnaviridae,human,681,-3.721269,-11.638076
KX827300.1,hepadnaviridae,human,664,0.28871056,-4.592434
KX827301.1,hepadnaviridae,human,664,-1.0107738,-5.165198
KX827302.1,hepadnaviridae,human,664,-2.7172108,-5.334622
KY003230.1,hepadnaviridae,non-human,667,-7.680501,-9.760189
KY004111.1,hepadnaviridae,human,674,6.0636134,-8.308458
KY004112.1,hepadnaviridae,human,674,6.0642633,-8.308651
KY382411.1,hepadnaviridae,human,661,5.9954395,-7.0336256
KY470830.1,hepadnaviridae,human,708,-9.479988,-5.4397626
KY470831.1,hepadnaviridae,human,708,-9.480197,-5.439447
KY470832.1,hepadnaviridae,human,708,-9.480006,-5.4397984
KY470833.1,hepadnaviridae,human,708,-9.480294,-5.439612
KY470834.1,hepadnaviridae,human,708,-9.480131,-5.4396987
KY470835.1,hepadnaviridae,human,708,-9.47876,-5.4405804
KY470836.1,hepadnaviridae,human,708,-9.480626,-5.4396634
KY470837.1,hepadnaviridae,human,708,-9.480225,-5.439657
KY470838.1,hepadnaviridae,human,708,-9.480358,-5.439833
KY470839.1,hepadnaviridae,human,708,-9.480591,-5.4400234
KY470840.1,hepadnaviridae,human,708,-9.480162,-5.439779
KY470841.1,hepadnaviridae,human,708,-9.480039,-5.4398007
KY470842.1,hepadnaviridae,human,708,-9.480372,-5.4401255
KY470843.1,hepadnaviridae,human,709,-5.1221404,-9.864313
KY470844.1,hepadnaviridae,human,709,-5.1220303,-9.864534
KY470845.1,hepadnaviridae,human,709,-5.1203723,-9.86214
KY470846.1,hepadnaviridae,human,709,-5.1223044,-9.864933
KY470847.1,hepadnaviridae,human,709,-5.122343,-9.86468
KY470848.1,hepadnaviridae,human,709,-5.120093,-9.86213
KY470849.1,hepadnaviridae,human,709,-5.1219187,-9.865129
KY470850.1,hepadnaviridae,human,709,-5.1220474,-9.865632
KY470851.1,hepadnaviridae,human,709,-5.1205616,-9.862754
KY470852.1,hepadnaviridae,human,709,-5.120515,-9.863075
KY470853.1,hepadnaviridae,human,709,-5.1211877,-9.863432
KY470854.1,hepadnaviridae,human,709,-5.1218696,-9.865314
KY470855.1,hepadnaviridae,human,709,-5.1189814,-9.868268
KY470856.1,hepadnaviridae,human,709,-5.121716,-9.865117
KY470857.1,hepadnaviridae,human,671,-7.779854,-5.1107583
KY470858.1,hepadnaviridae,human,671,-8.208066,-5.3210235
KY470859.1,hepadnaviridae,human,671,-7.7832613,-5.1167336
KY470860.1,hepadnaviridae,human,671,-7.784112,-5.116819
KY470861.1,hepadnaviridae,human,671,-8.223474,-5.327822
KY470862.1,hepadnaviridae,human,671,-8.223198,-5.331298
KY470863.1,hepadnaviridae,human,671,-7.7819963,-5.1125903
KY470864.1,hepadnaviridae,human,671,-8.224583,-5.328537
KY470865.1,hepadnaviridae,human,671,-8.225209,-5.3288383
KY470866.1,hepadnaviridae,human,671,-7.785046,-5.117903
KY470867.1,hepadnaviridae,human,671,-8.224087,-5.3288517
KY470868.1,hepadnaviridae,human,671,-8.226114,-5.3296914
KY470869.1,hepadnaviridae,human,671,-8.22489,-5.3281937
KY470870.1,hepadnaviridae,human,671,-8.239477,-5.3333325
KY470871.1,hepadnaviridae,human,671,-8.220015,-5.326044
KY470872.1,hepadnaviridae,human,671,-8.224323,-5.3290086
KY470873.1,hepadnaviridae,human,657,-1.1143476,-9.360976
KY470874.1,hepadnaviridae,human,657,-1.0993323,-9.359967
KY470875.1,hepadnaviridae,human,657,-1.0922912,-9.354049
KY470876.1,hepadnaviridae,human,657,-1.1008006,-9.360089
KY470877.1,hepadnaviridae,human,657,-1.1036375,-9.354557
KY470878.1,hepadnaviridae,human,657,-1.1051322,-9.357794
KY470879.1,hepadnaviridae,human,657,-1.1059182,-9.353943
KY470880.1,hepadnaviridae,human,657,-1.0954752,-9.359339
KY470881.1,hepadnaviridae,human,657,-1.1267012,-9.387165
KY470882.1,hepadnaviridae,human,657,-1.1082648,-9.3703575
KY470883.1,hepadnaviridae,human,657,-1.1054673,-9.363493
KY470884.1,hepadnaviridae,human,657,-1.1159326,-9.364139
KY470886.1,hepadnaviridae,human,657,-1.1364791,-9.386783
KY470887.1,hepadnaviridae,human,657,-1.1231453,-9.372509
KY470888.1,hepadnaviridae,human,657,-1.1304871,-9.376741
KY470889.1,hepadnaviridae,human,657,-1.1031085,-9.356809
KY470890.1,hepadnaviridae,human,657,-1.1122289,-9.366659
KY470891.1,hepadnaviridae,human,657,-1.1149606,-9.357
KY470892.1,hepadnaviridae,human,657,-1.1293883,-9.3635435
KY470893.1,hepadnaviridae,human,657,-1.6290442,-8.471933
KY470894.1,hepadnaviridae,human,657,-1.6750532,-8.457414
KY470895.1,hepadnaviridae,human,657,-1.6592715,-8.47066
KY470896.1,hepadnaviridae,human,657,-1.6356466,-8.47489
KY470897.1,hepadnaviridae,human,657,-1.6389984,-8.47388
KY470898.1,hepadnaviridae,human,657,-1.6418326,-8.473837
KY470899.1,hepadnaviridae,human,657,-1.6609387,-8.469874
KY470900.1,hepadnaviridae,human,657,-1.6471359,-8.474837
KY470901.1,hepadnaviridae,human,657,-1.659076,-8.469454
KY470902.1,hepadnaviridae,human,657,-1.6590645,-8.469369
KY470903.1,hepadnaviridae,human,657,-1.6548805,-8.469728
KY470904.1,hepadnaviridae,human,657,-1.6193916,-8.480196
KY470905.1,hepadnaviridae,human,657,-1.63826,-8.47685
KY470906.1,hepadnaviridae,human,663,2.690124,-8.144134
KY470907.1,hepadnaviridae,human,663,2.6964152,-8.142107
KY470908.1,hepadnaviridae,human,663,2.6798866,-8.151853
KY470909.1,hepadnaviridae,human,663,2.6887727,-8.145184
KY470910.1,hepadnaviridae,human,663,2.677584,-8.155346
KY470911.1,hepadnaviridae,human,663,2.6738684,-8.14816
KY470912.1,hepadnaviridae,human,663,2.6801107,-8.153652
KY470913.1,hepadnaviridae,human,663,2.6594858,-8.183561
KY470914.1,hepadnaviridae,human,663,2.683383,-8.155417
KY470915.1,hepadnaviridae,human,663,2.6646209,-8.174615
KY470916.1,hepadnaviridae,human,663,2.6803076,-8.160159
KY470917.1,hepadnaviridae,human,663,2.688154,-8.168247
KY470918.1,hepadnaviridae,human,663,2.6739666,-8.166634
KY470919.1,hepadnaviridae,human,663,2.6831346,-8.160653
KY470920.1,hepadnaviridae,human,663,2.6717606,-8.169889
KY470921.1,hepadnaviridae,human,657,-1.057847,-9.961655
KY470922.1,hepadnaviridae,human,657,-1.0616649,-9.964112
KY470923.1,hepadnaviridae,human,657,-1.0616558,-9.966864
KY470924.1,hepadnaviridae,human,657,-1.0585887,-9.966091
KY470925.1,hepadnaviridae,human,657,-1.0568345,-9.958774
KY470926.1,hepadnaviridae,human,657,-1.0583521,-9.963164
KY470927.1,hepadnaviridae,human,657,-1.0575969,-9.958398
KY470928.1,hepadnaviridae,human,657,-1.0601268,-9.965498
KY470929.1,hepadnaviridae,human,657,-1.0506096,-9.938294
KY470930.1,hepadnaviridae,human,657,-1.0593055,-9.965056
KY470931.1,hepadnaviridae,human,657,-1.0589659,-9.966517
KY470932.1,hepadnaviridae,human,657,-1.0585017,-9.960307
KY470933.1,hepadnaviridae,human,657,-1.0512962,-9.936379
KY470934.1,hepadnaviridae,human,657,-1.054182,-9.950866
KY470935.1,hepadnaviridae,human,710,5.0653367,-8.85816
KY470936.1,hepadnaviridae,human,710,5.06583,-8.858154
KY470937.1,hepadnaviridae,human,710,5.065354,-8.857592
KY470938.1,hepadnaviridae,human,710,5.065259,-8.858661
KY470939.1,hepadnaviridae,human,710,5.065405,-8.859027
KY470940.1,hepadnaviridae,human,710,5.0559897,-8.85777
KY470941.1,hepadnaviridae,human,710,5.065325,-8.858377
KY470942.1,hepadnaviridae,human,710,5.067952,-8.859888
KY470943.1,hepadnaviridae,human,710,5.0656757,-8.858351
KY470944.1,hepadnaviridae,human,710,5.065058,-8.858556
KY470945.1,hepadnaviridae,human,710,5.073917,-8.857427
KY470946.1,hepadnaviridae,human,710,5.066119,-8.858556
KY470947.1,hepadnaviridae,human,710,5.093738,-8.850553
KY470948.1,hepadnaviridae,human,710,5.0659623,-8.857771
KY470949.1,hepadnaviridae,human,710,5.065745,-8.858854
KY470950.1,hepadnaviridae,human,710,5.066134,-8.85872
KY470951.1,hepadnaviridae,human,710,5.0649877,-8.858757
KY470952.1,hepadnaviridae,human,710,5.0849805,-8.866022
KY470953.1,hepadnaviridae,human,658,1.2175419,-11.865357
KY470954.1,hepadnaviridae,human,658,1.2315756,-11.846833
KY470955.1,hepadnaviridae,human,658,1.2364324,-11.83644
KY470956.1,hepadnaviridae,human,658,1.2524253,-11.826778
KY470957.1,hepadnaviridae,human,658,1.248234,-11.835881
KY470958.1,hepadnaviridae,human,658,1.2303656,-11.854262
KY470959.1,hepadnaviridae,human,658,1.2254891,-11.847661
KY470960.1,hepadnaviridae,human,658,1.2351878,-11.84165
KY470961.1,hepadnaviridae,human,658,1.2123392,-11.867238
KY470962.1,hepadnaviridae,human,658,1.2329375,-11.864741
KY470963.1,hepadnaviridae,human,658,1.2334527,-11.848708
KY470964.1,hepadnaviridae,human,658,1.2216457,-11.861975
KY470965.1,hepadnaviridae,human,711,-10.28604,-5.0048246
KY470966.1,hepadnaviridae,human,711,-10.285596,-5.0047746
KY470967.1,hepadnaviridae,human,711,-10.285558,-5.0052247
KY470968.1,hepadnaviridae,human,711,-10.285988,-5.0043845
KY470969.1,hepadnaviridae,human,711,-10.286264,-5.004576
KY470970.1,hepadnaviridae,human,711,-10.28566,-5.0049
KY470971.1,hepadnaviridae,human,711,-10.28586,-5.0046377
KY470972.1,hepadnaviridae,human,711,-10.2864275,-5.0049353
KY470973.1,hepadnaviridae,human,711,-10.285987,-5.004784
KY470974.1,hepadnaviridae,human,711,-10.286189,-5.004686
KY470975.1,hepadnaviridae,human,711,-10.285959,-5.0047636
KY470976.1,hepadnaviridae,human,711,-10.286046,-5.004802
KY470977.1,hepadnaviridae,human,711,-10.285846,-5.004738
KY470978.1,hepadnaviridae,human,711,-10.286688,-5.0053115
KY470979.1,hepadnaviridae,human,711,-10.286167,-5.004933
KY470980.1,hepadnaviridae,human,693,2.7353132,-9.101442
KY470981.1,hepadnaviridae,human,693,2.7356133,-9.101856
KY470982.1,hepadnaviridae,human,693,2.7354178,-9.101469
KY470983.1,hepadnaviridae,human,693,2.735616,-9.103587
KY470984.1,hepadnaviridae,human,693,2.7356865,-9.101724
KY470985.1,hepadnaviridae,human,693,2.7362866,-9.102708
KY470986.1,hepadnaviridae,human,693,2.7221632,-9.128999
KY470987.1,hepadnaviridae,human,693,2.734929,-9.101854
KY470988.1,hepadnaviridae,human,693,2.7357829,-9.102835
KY470989.1,hepadnaviridae,human,693,2.735266,-9.103487
KY470990.1,hepadnaviridae,human,693,2.7356474,-9.105528
KY470991.1,hepadnaviridae,human,693,2.733833,-9.112892
KY470992.1,hepadnaviridae,human,671,-7.8755836,-4.7429004
KY470993.1,hepadnaviridae,human,671,-7.8859615,-4.7202373
KY470994.1,hepadnaviridae,human,671,-7.885758,-4.7198973
KY470995.1,hepadnaviridae,human,671,-7.8859973,-4.719113
KY470996.1,hepadnaviridae,human,671,-7.8966236,-4.7025423
KY470997.1,hepadnaviridae,human,671,-7.889949,-4.7197666
KY470998.1,hepadnaviridae,human,671,-7.8889956,-4.719186
KY470999.1,hepadnaviridae,human,671,-7.8903666,-4.719649
KY471000.1,hepadnaviridae,human,671,-7.8903174,-4.7196293
KY471001.1,hepadnaviridae,human,671,-7.886744,-4.7194386
KY471002.1,hepadnaviridae,human,671,-7.8904533,-4.7196026
KY471003.1,hepadnaviridae,human,671,-7.891472,-4.719978
KY471004.1,hepadnaviridae,human,671,-7.8910174,-4.720062
KY471005.1,hepadnaviridae,human,671,-7.9261284,-4.7444344
KY471006.1,hepadnaviridae,human,671,-7.8918037,-4.720454
KY471007.1,hepadnaviridae,human,671,-7.8901944,-4.719575
